properties.type,properties.timing,properties.speciesId,properties.date,properties.createdAt,geometry.coordinates
poison,day,41,2016-07-13T23:00:00.000Z,2016-07-14T05:41:47.641Z,"[-1.814145765325378,52.461572073129105]"
electric,day,25,2016-07-13T23:00:00.000Z,2016-07-14T05:41:57.854Z,"[-1.8147528707173706,52.46181183177961]"
fighting,night,67,2016-07-13T07:00:00.000Z,2016-07-14T05:42:10.033Z,"[-121.48875466605257,38.57574592980737]"
normal,night,133,2016-07-12T07:00:00.000Z,2016-07-14T05:42:12.765Z,"[-123.0932690563419,44.94237883828072]"
poison,day,23,2016-07-12T07:00:00.000Z,2016-07-14T05:42:45.361Z,"[-123.02646414277058,44.944738303996814]"
normal,day,143,2016-07-14T05:00:00.000Z,2016-07-14T05:43:32.222Z,"[-88.26200103647828,39.80898742858278]"
poison,day,23,2016-07-13T07:00:00.000Z,2016-07-14T05:43:33.834Z,"[-123.01534539602008,44.933967915277805]"
rock,night,95,2016-07-13T07:00:00.000Z,2016-07-14T05:43:46.987Z,"[-121.48886589445141,38.57576125510067]"
grass,day,102,2016-07-13T07:00:00.000Z,2016-07-14T05:44:15.149Z,"[-123.02652374345408,44.94496254119207]"
rock,day,95,2016-07-13T07:00:00.000Z,2016-07-14T05:44:23.953Z,"[-118.1015877975824,33.855850007358285]"
electric,night,25,2016-07-13T04:00:00.000Z,2016-07-14T05:44:32.188Z,"[-81.77113273706463,26.240455163114206]"
ice,day,124,2016-07-13T07:00:00.000Z,2016-07-14T05:44:39.694Z,"[-118.09988075354904,33.8560287775301]"
dragon,night,147,2016-07-13T04:00:00.000Z,2016-07-14T05:44:42.471Z,"[-76.5984759463723,39.28155910819339]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-14T05:44:53.353Z,"[-118.1000137852464,33.855984129637804]"
grass,night,2,2016-07-13T04:00:00.000Z,2016-07-14T05:44:54.248Z,"[-81.7748953490841,26.243842083193186]"
grass,day,102,2016-07-13T07:00:00.000Z,2016-07-14T05:45:11.641Z,"[-122.99818647441046,44.98425261622705]"
normal,day,133,2016-07-13T07:00:00.000Z,2016-07-14T05:45:11.738Z,"[-118.09971002297448,33.85550072623626]"
water,day,7,2016-07-13T04:00:00.000Z,2016-07-14T05:45:13.026Z,"[-73.51822065894989,40.712950138807344]"
water,day,116,2016-07-13T07:00:00.000Z,2016-07-14T05:45:26.569Z,"[-118.10133095583824,33.85438789890989]"
ground,night,112,2016-07-12T07:00:00.000Z,2016-07-14T05:45:33.648Z,"[-117.84801297922704,33.67013936354502]"
bug,day,15,2016-07-13T07:00:00.000Z,2016-07-14T05:46:04.385Z,"[-122.31447195495184,37.96512657119543]"
poison,night,23,2016-07-14T04:00:00.000Z,2016-07-14T05:46:35.451Z,"[-74.10450298247271,40.86970868406485]"
water,day,54,2016-07-13T23:00:00.000Z,2016-07-14T05:46:57.540Z,"[-0.23444979155246415,50.839755750177176]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-14T05:47:07.149Z,"[-121.27843291005769,38.81031284425458]"
normal,day,22,2016-07-10T07:00:00.000Z,2016-07-14T05:47:17.541Z,"[-122.75320086430463,45.39590325096577]"
normal,night,85,2016-07-13T07:00:00.000Z,2016-07-14T05:47:18.166Z,"[-121.48892268998942,38.575881195762236]"
dragon,day,147,2016-07-13T04:00:00.000Z,2016-07-14T05:47:19.484Z,"[-73.58087764121727,40.73291613068122]"
water,day,7,2016-07-14T04:00:00.000Z,2016-07-14T05:47:26.296Z,"[-73.5809049787069,40.73310449966115]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-14T05:47:27.161Z,"[-121.2788147508964,38.81007426960002]"
normal,night,19,2016-07-13T07:00:00.000Z,2016-07-14T05:47:43.276Z,"[-121.27898579970176,38.81006283951186]"
fire,day,58,2016-07-13T22:00:00.000Z,2016-07-14T05:48:00.421Z,"[31.399568278886818,29.983782694757494]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-14T05:48:02.299Z,"[-121.27889936845732,38.81013192132809]"
fighting,night,66,2016-07-10T23:00:00.000Z,2016-07-14T05:48:12.354Z,"[-0.23153286040619037,50.840350200366004]"
electric,night,25,2016-07-13T07:00:00.000Z,2016-07-14T05:48:18.596Z,"[-121.27866654068885,38.810131500946824]"
normal,night,19,2016-07-13T07:00:00.000Z,2016-07-14T05:48:36.501Z,"[-121.27842633205307,38.81012357970033]"
bug,day,46,2016-07-13T22:00:00.000Z,2016-07-14T05:48:40.735Z,"[31.39956827888625,29.983393418343468]"
fire,day,136,2016-07-12T07:00:00.000Z,2016-07-14T05:48:53.644Z,"[-123.04009490566344,44.937512967188894]"
fire,night,77,2016-07-13T07:00:00.000Z,2016-07-14T05:48:57.302Z,"[-121.27957829670353,38.809740212509325]"
fire,day,4,2016-07-13T07:00:00.000Z,2016-07-14T05:49:00.335Z,"[-118.3559436852168,34.06400145867782]"
rock,day,74,2016-07-13T07:00:00.000Z,2016-07-14T05:49:11.556Z,"[-118.3555982501492,34.06332184190333]"
normal,night,52,2016-07-13T07:00:00.000Z,2016-07-14T05:49:12.270Z,"[-121.27962591459905,38.809597182642165]"
fire,day,4,2016-07-14T04:00:00.000Z,2016-07-14T05:49:27.074Z,"[-74.09064833661009,40.91714324413837]"
ground,night,105,2016-07-13T07:00:00.000Z,2016-07-14T05:49:30.124Z,"[-121.27981045408748,38.81009769664752]"
ghost,night,92,2016-07-12T07:00:00.000Z,2016-07-14T05:49:35.657Z,"[-123.08094290539805,44.94230527191658]"
normal,day,52,2016-07-13T07:00:00.000Z,2016-07-14T05:49:37.057Z,"[-118.35851549857102,34.064171354456576]"
poison,night,32,2016-07-13T07:00:00.000Z,2016-07-14T05:49:45.959Z,"[-121.27942599042817,38.80917877528259]"
water,day,129,2016-07-13T07:00:00.000Z,2016-07-14T05:49:54.324Z,"[-122.81035278079379,45.43908627091574]"
normal,night,19,2016-07-13T07:00:00.000Z,2016-07-14T05:50:00.793Z,"[-121.27907887381721,38.808943493323255]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-14T05:50:13.306Z,"[-118.1332463808024,33.94005171036521]"
ghost,night,92,2016-07-07T07:00:00.000Z,2016-07-14T05:50:18.257Z,"[-123.06503867734074,44.962472145920145]"
bug,night,48,2016-07-13T07:00:00.000Z,2016-07-14T05:50:23.155Z,"[-121.27861225203424,38.81005300249666]"
ice,day,124,2016-07-13T07:00:00.000Z,2016-07-14T05:50:25.108Z,"[-122.80872198185733,45.43631885743571]"
bug,night,123,2016-07-11T05:00:00.000Z,2016-07-14T05:50:28.068Z,"[-97.74105297266127,30.363731716041087]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-14T05:50:38.171Z,"[-121.27875286809353,38.81020529619937]"
water,night,79,2016-07-13T07:00:00.000Z,2016-07-14T05:50:52.636Z,"[-121.87242411547365,37.69038749341482]"
normal,night,19,2016-07-13T07:00:00.000Z,2016-07-14T05:50:54.485Z,"[-121.2778096254655,38.8111893593296]"
rock,day,74,2016-07-13T07:00:00.000Z,2016-07-14T05:50:56.104Z,"[-123.03687532333907,44.93109213136731]"
bug,night,49,2016-07-11T05:00:00.000Z,2016-07-14T05:51:09.119Z,"[-97.73431460003282,30.359225348303013]"
normal,night,16,2016-07-13T07:00:00.000Z,2016-07-14T05:51:12.055Z,"[-121.27775092464091,38.81129791655272]"
grass,night,1,2016-07-13T07:00:00.000Z,2016-07-14T05:51:24.745Z,"[-121.87175984901889,37.689219608132376]"
ground,night,104,2016-07-13T07:00:00.000Z,2016-07-14T05:51:30.235Z,"[-121.27664329779122,38.8110864384297]"
rock,day,74,2016-07-10T07:00:00.000Z,2016-07-14T05:51:33.554Z,"[-123.02684441439095,44.945013322940866]"
water,night,120,2016-07-13T07:00:00.000Z,2016-07-14T05:51:41.314Z,"[-121.87225831395705,37.69043908953755]"
normal,night,21,2016-07-13T07:00:00.000Z,2016-07-14T05:51:47.773Z,"[-121.2769937623807,38.811798524840015]"
poison,day,42,2016-07-12T07:00:00.000Z,2016-07-14T05:52:04.203Z,"[-123.01518739062209,44.93392499277971]"
water,day,80,2016-07-12T07:00:00.000Z,2016-07-14T05:52:35.721Z,"[-121.93838412448676,37.69947258262113]"
ghost,night,92,2016-07-11T05:00:00.000Z,2016-07-14T05:52:39.719Z,"[-97.72812333777942,30.368781924667374]"
normal,day,16,2016-07-13T07:00:00.000Z,2016-07-14T05:52:46.333Z,"[-122.12021465047374,47.66888049897355]"
poison,day,42,2016-07-13T07:00:00.000Z,2016-07-14T05:52:53.350Z,"[-123.04500422267508,44.917151895209685]"
bug,day,13,2016-07-13T07:00:00.000Z,2016-07-14T05:52:54.427Z,"[-122.12014675081406,47.66894049690421]"
dragon,day,147,2016-07-12T07:00:00.000Z,2016-07-14T05:53:08.898Z,"[-121.9379852723211,37.7003674530925]"
bug,day,48,2016-07-13T07:00:00.000Z,2016-07-14T05:53:09.261Z,"[-122.12026960754247,47.66894288521044]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-14T05:53:21.200Z,"[-122.12020683496317,47.66893926600753]"
bug,day,127,2016-07-10T05:00:00.000Z,2016-07-14T05:53:26.545Z,"[-97.7378720466289,30.359905812269872]"
fighting,night,56,2016-07-12T07:00:00.000Z,2016-07-14T05:53:45.376Z,"[-122.11999366221399,47.670316385024506]"
water,day,117,2016-07-10T07:00:00.000Z,2016-07-14T05:54:09.943Z,"[-122.12017356642005,47.67161640563677]"
ground,night,111,2016-07-13T07:00:00.000Z,2016-07-14T05:54:25.363Z,"[-121.4904606611754,38.577010203369525]"
water,night,54,2016-07-13T05:00:00.000Z,2016-07-14T05:54:25.057Z,"[-97.73697568186974,30.37129206233881]"
water,day,118,2016-07-13T07:00:00.000Z,2016-07-14T05:54:31.086Z,"[-123.01711788204584,44.93440749469883]"
water,night,54,2016-07-12T05:00:00.000Z,2016-07-14T05:54:49.169Z,"[-97.73626754762847,30.374290263815084]"
water,day,118,2016-07-08T07:00:00.000Z,2016-07-14T05:54:55.439Z,"[-123.02648867517222,44.94451173408629]"
fire,day,37,2016-07-12T07:00:00.000Z,2016-07-14T05:55:22.845Z,"[-122.88186829034443,42.46609662912661]"
water,night,54,2016-07-10T05:00:00.000Z,2016-07-14T05:55:24.769Z,"[-97.73551718527811,30.377157004585314]"
water,night,116,2016-07-09T07:00:00.000Z,2016-07-14T05:55:26.375Z,"[-123.0928991934557,44.942269067789255]"
ground,night,111,2016-07-13T07:00:00.000Z,2016-07-14T05:55:40.450Z,"[-122.12159167149137,47.67081911727516]"
grass,day,1,2016-07-14T04:00:00.000Z,2016-07-14T05:55:44.087Z,"[-75.07949801816852,39.88688367730148]"
water,day,116,2016-07-08T07:00:00.000Z,2016-07-14T05:55:58.682Z,"[-123.02660912296753,44.94525812184193]"
normal,night,17,2016-07-13T07:00:00.000Z,2016-07-14T05:56:12.431Z,"[-122.12018727885015,47.6688116245696]"
normal,day,20,2016-07-12T05:00:00.000Z,2016-07-14T05:56:20.781Z,"[-97.74335799294114,30.38302686464712]"
normal,day,39,2016-07-13T07:00:00.000Z,2016-07-14T05:56:34.329Z,"[-123.01966907670857,44.935099628977724]"
grass,night,1,2016-07-11T05:00:00.000Z,2016-07-14T05:57:35.289Z,"[-97.73718013803992,30.359540098499394]"
grass,night,1,2016-07-13T05:00:00.000Z,2016-07-14T05:57:54.066Z,"[-97.7371837167648,30.359741571386607]"
fire,day,4,2016-07-13T07:00:00.000Z,2016-07-14T05:58:17.760Z,"[-122.86912793643006,42.32566625422402]"
water,day,118,2016-07-11T05:00:00.000Z,2016-07-14T05:58:48.962Z,"[-97.7374473044921,30.359867048666885]"
normal,night,84,2016-07-11T05:00:00.000Z,2016-07-14T05:58:59.790Z,"[-97.7372573228022,30.360260414129797]"
normal,night,52,2016-07-13T07:00:00.000Z,2016-07-14T05:59:09.075Z,"[-122.40272220876,37.71833795906683]"
electric,day,125,2016-07-10T07:00:00.000Z,2016-07-14T05:59:21.975Z,"[-122.86882803028598,42.490556752626645]"
poison,day,23,2016-07-13T07:00:00.000Z,2016-07-14T05:59:30.349Z,"[-122.40298634716595,37.71866013881903]"
fighting,day,66,2016-07-12T07:00:00.000Z,2016-07-14T05:59:51.172Z,"[-122.40293150428798,37.71837167544214]"
electric,day,25,2016-07-12T04:00:00.000Z,2016-07-14T06:00:00.806Z,"[-76.55290037639787,37.14901074952212]"
water,night,118,2016-07-11T07:00:00.000Z,2016-07-14T06:00:05.566Z,"[-122.40274366556471,37.71864852806489]"
normal,day,39,2016-07-13T07:00:00.000Z,2016-07-14T06:00:07.066Z,"[-123.0269342902611,44.9454895399017]"
electric,day,135,2016-07-08T07:00:00.000Z,2016-07-14T06:00:31.272Z,"[-123.02617047189445,44.94483345832913]"
bug,day,14,2016-07-12T07:00:00.000Z,2016-07-14T06:01:00.930Z,"[-123.02712139188088,44.876942041126796]"
poison,day,23,2016-07-10T07:00:00.000Z,2016-07-14T06:01:05.873Z,"[-117.91890938737905,33.81211284067486]"
dragon,day,147,2016-07-10T04:00:00.000Z,2016-07-14T06:01:26.929Z,"[-76.5575794509224,37.16077887779795]"
normal,day,16,2016-07-10T07:00:00.000Z,2016-07-14T06:01:33.821Z,"[-117.91899435051296,33.8120492817019]"
bug,day,14,2016-07-12T07:00:00.000Z,2016-07-14T06:01:34.301Z,"[-123.026638666326,44.94469430718675]"
fire,day,58,2016-07-13T07:00:00.000Z,2016-07-14T06:01:50.327Z,"[-117.91902352570196,33.812127811317566]"
rock,day,140,2016-07-10T07:00:00.000Z,2016-07-14T06:02:53.157Z,"[-117.9175225758521,33.812987892581546]"
psychic,day,63,2016-07-13T07:00:00.000Z,2016-07-14T06:02:54.606Z,"[-117.53245127931011,34.11146070267192]"
poison,day,24,2016-07-09T07:00:00.000Z,2016-07-14T06:03:29.426Z,"[-117.53431378670123,34.110717549318224]"
normal,day,39,2016-07-13T07:00:00.000Z,2016-07-14T06:04:08.731Z,"[-122.230699018221,47.38231283329341]"
fairy,day,35,2016-07-13T07:00:00.000Z,2016-07-14T06:04:30.044Z,"[-122.23062405389058,47.38230359311842]"
bug,night,123,2016-07-13T07:00:00.000Z,2016-07-14T06:04:30.081Z,"[-122.56851562318798,45.50770027026303]"
grass,day,43,2016-07-14T05:00:00.000Z,2016-07-14T06:06:12.165Z,"[-86.58951728007999,30.708477608869003]"
bug,day,11,2016-07-13T22:00:00.000Z,2016-07-14T06:06:19.092Z,"[31.40269317511354,29.98468961224623]"
grass,night,1,2016-07-12T07:00:00.000Z,2016-07-14T06:06:27.898Z,"[-117.6912366748397,34.10891921522952]"
grass,day,2,2016-07-13T07:00:00.000Z,2016-07-14T06:06:59.182Z,"[-122.5686224538063,45.5077536218312]"
fire,night,4,2016-07-13T07:00:00.000Z,2016-07-14T06:07:19.609Z,"[-122.56860344860551,45.50774521850329]"
bug,day,10,2016-07-09T07:00:00.000Z,2016-07-14T06:07:27.947Z,"[-117.28673490237571,33.934745997601794]"
water,night,98,2016-07-13T07:00:00.000Z,2016-07-14T06:07:28.371Z,"[-122.40289669872404,37.718541848141314]"
ground,day,111,2016-07-13T22:00:00.000Z,2016-07-14T06:07:51.737Z,"[31.402818138667214,29.985447320725513]"
rock,night,140,2016-07-10T04:00:00.000Z,2016-07-14T06:07:54.943Z,"[-80.37821153923917,25.756765934209753]"
dragon,day,148,2016-07-10T07:00:00.000Z,2016-07-14T06:08:08.149Z,"[-122.80950299086729,45.43878530105937]"
fairy,night,35,2016-07-12T07:00:00.000Z,2016-07-14T06:08:14.441Z,"[-117.69169071146702,34.10893460549728]"
water,day,60,2016-07-13T07:00:00.000Z,2016-07-14T06:08:16.337Z,"[-122.4029970556442,37.71853186444528]"
grass,day,102,2016-07-14T06:00:00.000Z,2016-07-14T06:08:19.762Z,"[-113.9416227204418,51.074237977838834]"
ground,night,50,2016-07-12T07:00:00.000Z,2016-07-14T06:08:28.502Z,"[-122.40294847868373,37.71852488513866]"
fighting,day,66,2016-07-12T07:00:00.000Z,2016-07-14T06:08:42.686Z,"[-122.40298912717006,37.718456588774]"
rock,night,138,2016-07-10T04:00:00.000Z,2016-07-14T06:08:53.807Z,"[-80.37261339871507,25.75594823644751]"
electric,day,100,2016-07-13T22:00:00.000Z,2016-07-14T06:08:54.555Z,"[31.40279768923756,29.985572591765973]"
normal,night,133,2016-07-11T07:00:00.000Z,2016-07-14T06:08:57.478Z,"[-117.52252145877655,34.102745930324616]"
poison,night,23,2016-07-13T07:00:00.000Z,2016-07-14T06:08:57.048Z,"[-122.40303744912107,37.71851138279793]"
water,night,118,2016-07-13T07:00:00.000Z,2016-07-14T06:09:14.839Z,"[-122.40303085591351,37.71845494735858]"
grass,night,1,2016-07-13T07:00:00.000Z,2016-07-14T06:09:16.811Z,"[-122.3798673459457,47.66585094319029]"
poison,night,23,2016-07-12T07:00:00.000Z,2016-07-14T06:09:23.247Z,"[-117.52231668596383,34.10305836039714]"
dragon,night,147,2016-07-10T04:00:00.000Z,2016-07-14T06:09:24.451Z,"[-80.37288301819811,25.754961854675926]"
normal,night,52,2016-07-13T07:00:00.000Z,2016-07-14T06:09:30.093Z,"[-122.4030536902041,37.71848806758348]"
grass,day,102,2016-07-11T07:00:00.000Z,2016-07-14T06:09:43.718Z,"[-117.5227531567578,34.103043092533184]"
normal,night,17,2016-07-11T07:00:00.000Z,2016-07-14T06:09:50.794Z,"[-122.40298524693858,37.71850289169606]"
electric,night,25,2016-07-13T07:00:00.000Z,2016-07-14T06:09:55.771Z,"[-122.65861822564227,45.54429985700213]"
rock,night,74,2016-07-12T07:00:00.000Z,2016-07-14T06:10:20.406Z,"[-117.69222437753481,34.10879993653381]"
normal,day,143,2016-07-08T04:00:00.000Z,2016-07-14T06:10:21.894Z,"[-80.31477189615721,25.7476804376018]"
rock,night,75,2016-07-12T07:00:00.000Z,2016-07-14T06:10:37.609Z,"[-117.69150212909042,34.108292838434906]"
fire,day,4,2016-07-13T07:00:00.000Z,2016-07-14T06:10:37.665Z,"[-117.44314902308848,47.65356264517803]"
fire,day,77,2016-07-13T07:00:00.000Z,2016-07-14T06:11:00.607Z,"[-117.42189731844857,47.665806489333875]"
fire,night,58,2016-07-13T07:00:00.000Z,2016-07-14T06:11:04.671Z,"[-117.53209529999386,34.11246992160038]"
normal,day,128,2016-07-13T07:00:00.000Z,2016-07-14T06:11:07.567Z,"[-122.4447230277396,37.72342804643921]"
ground,day,27,2016-07-12T07:00:00.000Z,2016-07-14T06:11:23.581Z,"[-117.44638568800963,47.65462904326375]"
psychic,night,64,2016-07-13T07:00:00.000Z,2016-07-14T06:11:27.562Z,"[-117.53105950681743,34.11128097398941]"
electric,day,25,2016-07-13T04:00:00.000Z,2016-07-14T06:11:30.479Z,"[-80.28931793581738,25.756693743684963]"
ground,day,111,2016-07-13T07:00:00.000Z,2016-07-14T06:11:48.902Z,"[-122.42531703166716,48.03577226106128]"
normal,day,113,2016-07-13T07:00:00.000Z,2016-07-14T06:11:52.322Z,"[-117.42077420099858,47.658782555861876]"
water,day,131,2016-07-13T07:00:00.000Z,2016-07-14T06:12:00.545Z,"[-117.42205239967521,47.66348776965529]"
fighting,day,66,2016-07-11T07:00:00.000Z,2016-07-14T06:12:02.994Z,"[-117.52075394468197,34.1024901895329]"
water,day,131,2016-07-11T07:00:00.000Z,2016-07-14T06:12:13.616Z,"[-117.42194957479582,47.663446379426176]"
fire,day,126,2016-07-12T07:00:00.000Z,2016-07-14T06:12:20.829Z,"[-122.45160426964333,37.745807149328314]"
fighting,day,56,2016-07-13T07:00:00.000Z,2016-07-14T06:12:24.986Z,"[-117.53266805247591,34.11075365642414]"
normal,day,52,2016-07-13T07:00:00.000Z,2016-07-14T06:12:38.073Z,"[-117.53184009263711,34.11249365583684]"
water,day,118,2016-07-12T07:00:00.000Z,2016-07-14T06:12:56.596Z,"[-122.65545547736258,48.28493930723329]"
rock,day,95,2016-07-12T07:00:00.000Z,2016-07-14T06:12:59.563Z,"[-117.69144736813328,34.10940485735897]"
ice,day,124,2016-07-12T07:00:00.000Z,2016-07-14T06:13:06.708Z,"[-122.65390350701051,48.28591646502258]"
electric,night,100,2016-07-11T07:00:00.000Z,2016-07-14T06:13:27.819Z,"[-117.5327695694711,34.1120318410571]"
fairy,day,35,2016-07-13T22:00:00.000Z,2016-07-14T06:13:39.125Z,"[31.402803158250236,29.986401264147645]"
bug,night,49,2016-07-09T07:00:00.000Z,2016-07-14T06:13:47.013Z,"[-117.53192906036024,34.11222399370567]"
water,night,54,2016-07-13T07:00:00.000Z,2016-07-14T06:14:56.333Z,"[-117.60512007995618,34.12079937547661]"
ground,night,104,2016-07-14T06:00:00.000Z,2016-07-14T06:15:13.684Z,"[-104.69294828621358,40.42433234009562]"
electric,night,25,2016-07-11T07:00:00.000Z,2016-07-14T06:15:18.729Z,"[-117.53475934671779,34.11083090081297]"
fire,day,4,2016-07-14T06:00:00.000Z,2016-07-14T06:15:33.321Z,"[-104.69373674541787,40.42626252501111]"
fire,night,77,2016-07-13T07:00:00.000Z,2016-07-14T06:15:37.784Z,"[-117.53250346066672,34.11149773111681]"
normal,day,17,2016-07-13T07:00:00.000Z,2016-07-14T06:17:08.280Z,"[-122.55549992253856,45.482495729520906]"
water,day,117,2016-07-13T07:00:00.000Z,2016-07-14T06:17:34.543Z,"[-122.57254506243177,48.07825840586315]"
normal,day,19,2016-07-13T07:00:00.000Z,2016-07-14T06:17:36.431Z,"[-122.55561289369075,45.48256722184394]"
poison,day,23,2016-07-13T07:00:00.000Z,2016-07-14T06:17:46.275Z,"[-122.55556253579637,45.48257100031452]"
poison,day,32,2016-07-13T07:00:00.000Z,2016-07-14T06:18:02.318Z,"[-122.5555854983987,45.4825868800275]"
normal,day,52,2016-07-13T07:00:00.000Z,2016-07-14T06:18:22.644Z,"[-122.55561710554746,45.482595188193756]"
ghost,day,92,2016-07-13T07:00:00.000Z,2016-07-14T06:18:42.807Z,"[-122.55563543540592,45.48257993477063]"
water,day,118,2016-07-13T07:00:00.000Z,2016-07-14T06:20:12.478Z,"[-122.54985641495756,45.4805818938552]"
water,day,7,2016-07-13T07:00:00.000Z,2016-07-14T06:20:34.474Z,"[-122.54981358660928,45.480669405267975]"
bug,night,10,2016-07-13T07:00:00.000Z,2016-07-14T06:20:59.161Z,"[-122.55566433217834,45.48259442971428]"
fire,day,4,2016-07-13T22:00:00.000Z,2016-07-14T06:21:05.810Z,"[26.053209713271315,53.52548097344388]"
fairy,day,35,2016-07-13T22:00:00.000Z,2016-07-14T06:21:09.500Z,"[31.403157242401278,29.98604919495604]"
normal,day,16,2016-07-14T06:00:00.000Z,2016-07-14T06:22:06.925Z,"[-104.80032711510916,39.56026866476191]"
electric,day,25,2016-07-13T22:00:00.000Z,2016-07-14T06:22:12.241Z,"[26.193888866904388,53.55699258274316]"
normal,day,84,2016-07-13T07:00:00.000Z,2016-07-14T06:22:13.436Z,"[-123.05881739807549,44.96710472379624]"
bug,night,15,2016-07-13T06:00:00.000Z,2016-07-14T06:22:27.530Z,"[-104.8031730385024,39.56083893548143]"
fire,day,77,2016-07-14T06:00:00.000Z,2016-07-14T06:22:43.907Z,"[-104.80193539605938,39.559630390994954]"
bug,day,127,2016-07-13T07:00:00.000Z,2016-07-14T06:22:55.520Z,"[-123.0597798630204,44.9674606219308]"
ground,night,27,2016-07-13T06:00:00.000Z,2016-07-14T06:23:00.476Z,"[-104.80117483638747,39.56397195118933]"
ground,day,104,2016-07-14T06:00:00.000Z,2016-07-14T06:24:03.218Z,"[-104.80133832145512,39.563946650478016]"
normal,night,128,2016-07-14T06:00:00.000Z,2016-07-14T06:24:22.729Z,"[-104.80398394229123,39.55975760157082]"
normal,night,128,2016-07-08T06:00:00.000Z,2016-07-14T06:24:34.866Z,"[-104.8054754994585,39.55948691432644]"
electric,night,125,2016-07-13T06:00:00.000Z,2016-07-14T06:24:53.600Z,"[-104.80452897608342,39.55906458885431]"
electric,day,100,2016-07-14T06:00:00.000Z,2016-07-14T06:25:04.802Z,"[-104.80417399265747,39.559106666699336]"
normal,night,39,2016-07-14T06:00:00.000Z,2016-07-14T06:25:21.837Z,"[-104.80474673504462,39.56235879612515]"
normal,night,19,2016-07-14T06:00:00.000Z,2016-07-14T06:25:31.715Z,"[-104.8063377978338,39.55963756160557]"
grass,day,1,2016-07-10T22:00:00.000Z,2016-07-14T06:25:54.975Z,"[9.752961455534319,55.56884669319166]"
rock,day,95,2016-07-14T06:00:00.000Z,2016-07-14T06:26:03.978Z,"[-104.7630955470701,39.5191266780553]"
rock,day,138,2016-07-14T06:00:00.000Z,2016-07-14T06:26:49.843Z,"[-105.59285774161341,41.31759492637062]"
